Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Actual_First_Response_Duration,Actual_First_Response_Duration_Minutes,Actual_Resolution_Duration,Actual_Resolution_Duration_Minutes,Actual_Ticket_Lifecycle_Duration,Actual_Ticket_Lifecycle_Duration_Minutes,Created_Day_of_Week_Num,Created_Day_of_Week_Name,Created_Hour_of_Day,Created_Month_Num,Created_Month_Name,Created_Year,FirstResponse_Day_of_Week_Name,FirstResponse_Hour_of_Day,Resolution_Day_of_Week_Name,Resolution_Hour_of_Day,First_Response_SLA_Met,Resolution_SLA_Met
closed,1822,low,phone,pricing and licensing,1st line support,nicola wane,2023-04-11 17:15:06,2023-04-13 17:15:06,2023-04-11 17:17:06,2023-04-11 17:16:14.068,within sla,2023-04-13 14:36:20.240,within sla,2023-04-16 23:25:21.555,1.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:01:08.068000,1.1344666666666667,1 days 21:21:14.240000,2721.237333333333,5 days 06:10:15.555000,7570.25925,1,Tuesday,17,4,April,2023,Tuesday,17.0,Thursday,14.0,1,1
in progress,1823,medium,chat,product setup,1st line support,bernard beckley,2023-04-11 07:16:39,2023-04-12 07:16:39,2023-04-11 07:18:39,2023-04-11 07:18:12.058,within sla,,sla violated,,7.0,,other,tier 1,italy,43.036776,12.678565,0 days 00:01:33.058000,1.5509666666666668,,,,,1,Tuesday,7,4,April,2023,Tuesday,7.0,,,1,0
resolved,1824,low,chat,purchasing and invoicing,1st line support,kristos westoll,2023-04-11 00:07:48,2023-04-12 00:07:48,2023-04-11 00:09:48,2023-04-11 00:08:37.165,within sla,2023-04-11 11:06:40.521,within sla,2023-04-11 11:06:40.521,4.0,,ready to use software,tier 1,france,48.864716,2.349014,0 days 00:00:49.165000,0.8194166666666667,0 days 10:58:52.521000,658.87535,0 days 10:58:52.521000,658.87535,1,Tuesday,0,4,April,2023,Tuesday,0.0,Tuesday,11.0,1,1
closed,1825,low,email,feature request,1st line support,sheela cutten,2023-04-11 13:44:37,2023-04-13 13:44:37,2023-04-11 14:44:37,2023-04-11 13:49:27.132,within sla,2023-04-12 15:40:00.658,within sla,2023-04-18 01:29:04.747,2.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:04:50.132000,4.835533333333333,1 days 01:55:23.658000,1555.3943,6 days 11:44:27.747000,9344.46245,1,Tuesday,13,4,April,2023,Tuesday,13.0,Wednesday,15.0,1,1
resolved,1826,low,chat,pricing and licensing,2nd line support,michele whyatt,2023-04-12 05:24:50,2023-04-13 05:24:50,2023-04-12 05:26:50,2023-04-12 05:24:52.171,within sla,2023-04-12 06:26:02.502,within sla,2023-04-12 06:26:02.502,4.0,,ready to use software,tier 2,germany,51.165691,10.451526,0 days 00:00:02.171000,0.0361833333333333,0 days 01:01:12.502000,61.20836666666666,0 days 01:01:12.502000,61.20836666666666,2,Wednesday,5,4,April,2023,Wednesday,5.0,Wednesday,6.0,1,1
resolved,1827,medium,email,pricing and licensing,1st line support,connor danielovitch,2023-04-12 02:54:55,2023-04-14 02:54:55,2023-04-12 03:54:55,2023-04-12 09:25:30.528,sla violated,2023-04-14 02:45:59.718,within sla,2023-04-14 02:45:59.718,2.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 06:30:35.528000,390.5921333333333,1 days 23:51:04.718000,2871.078633333333,1 days 23:51:04.718000,2871.078633333333,2,Wednesday,2,4,April,2023,Wednesday,9.0,Friday,2.0,0,1
closed,1828,low,phone,pricing and licensing,1st line support,kristos westoll,2023-04-12 15:36:14,2023-04-14 15:36:14,2023-04-12 15:38:14,2023-04-12 15:36:18.309,within sla,2023-04-15 13:19:55.038,sla violated,2023-04-17 09:41:54.173,7.0,4.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:04.309000,0.0718166666666666,2 days 21:43:41.038000,4183.6839666666665,4 days 18:05:40.173000,6845.6695500000005,2,Wednesday,15,4,April,2023,Wednesday,15.0,Saturday,13.0,1,0
resolved,1829,low,chat,feature request,2nd line support,adolpho messingham,2023-04-12 23:18:18,2023-04-13 23:18:18,2023-04-12 23:20:18,2023-04-12 23:22:07.115,sla violated,2023-04-15 21:38:33.388,sla violated,2023-04-15 21:38:33.388,6.0,,ready to use software,tier 2,poland,52.536273,19.050639,0 days 00:03:49.115000,3.8185833333333337,2 days 22:20:15.388000,4220.256466666667,2 days 22:20:15.388000,4220.256466666667,2,Wednesday,23,4,April,2023,Wednesday,23.0,Saturday,21.0,0,0
closed,1830,high,chat,pricing and licensing,1st line support,bernard beckley,2023-04-12 23:28:44,2023-04-13 23:28:44,2023-04-12 23:30:44,2023-04-12 23:29:29.286,within sla,2023-04-16 14:22:47.527,sla violated,2023-04-17 08:07:14.575,60.0,5.0,ready to use software,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:00:45.286000,0.7547666666666667,3 days 14:54:03.527000,5214.058783333333,4 days 08:38:30.575000,6278.5095833333335,2,Wednesday,23,4,April,2023,Wednesday,23.0,Sunday,14.0,1,0
in progress,1831,medium,email,feature request,1st line support,nicola wane,2023-04-12 08:21:31,2023-04-14 08:21:31,2023-04-12 09:21:31,2023-04-12 08:59:02.751,within sla,,sla violated,,7.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:37:31.751000,37.529183333333336,,,,,2,Wednesday,8,4,April,2023,Wednesday,8.0,,,1,0
in progress,1832,medium,email,feature request,1st line support,connor danielovitch,2023-04-12 08:29:48,2023-04-14 08:29:48,2023-04-12 09:29:48,2023-04-12 09:00:22.868,within sla,,sla violated,,1.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:30:34.868000,30.581133333333334,,,,,2,Wednesday,8,4,April,2023,Wednesday,9.0,,,1,0
resolved,1833,high,email,product setup,1st line support,nicola wane,2023-04-12 14:38:23,2023-04-14 14:38:23,2023-04-12 15:38:23,2023-04-12 15:07:18.399,within sla,2023-04-14 04:45:43.148,within sla,2023-04-14 04:45:43.148,1.0,,other,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:28:55.399000,28.923316666666665,1 days 14:07:20.148000,2287.3358,1 days 14:07:20.148000,2287.3358,2,Wednesday,14,4,April,2023,Wednesday,15.0,Friday,4.0,1,1
resolved,1834,medium,email,purchasing and invoicing,1st line support,nicola wane,2023-04-13 18:53:11,2023-04-15 18:53:11,2023-04-13 19:53:11,2023-04-13 19:51:19.635,within sla,2023-04-14 03:27:43.216,within sla,2023-04-14 03:27:43.216,1.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:58:08.635000,58.14391666666667,0 days 08:34:32.216000,514.5369333333333,0 days 08:34:32.216000,514.5369333333333,3,Thursday,18,4,April,2023,Thursday,19.0,Friday,3.0,1,1
closed,1835,low,phone,pricing and licensing,1st line support,connor danielovitch,2023-04-13 19:59:15,2023-04-15 19:59:15,2023-04-13 20:01:15,2023-04-13 20:01:13.321,within sla,2023-04-15 15:27:18.168,within sla,2023-04-19 10:09:15.945,2.0,5.0,training and consulting services,tier 1,united kingdom,55.378052,-3.435973,0 days 00:01:58.321000,1.9720166666666663,1 days 19:28:03.168000,2608.0528,5 days 14:10:00.945000,8050.01575,3,Thursday,19,4,April,2023,Thursday,20.0,Saturday,15.0,1,1
closed,1836,low,chat,product setup,2nd line support,heather urry,2023-04-13 22:21:58,2023-04-14 22:21:58,2023-04-13 22:23:58,2023-04-13 22:23:11.243,within sla,2023-04-14 10:07:33.970,within sla,2023-04-20 04:09:59.004,5.0,3.0,ready to use software,tier 2,czech republic,49.8037633,15.4749126,0 days 00:01:13.243000,1.220716666666667,0 days 11:45:35.970000,705.5995,6 days 05:48:01.004000,8988.016733333332,3,Thursday,22,4,April,2023,Thursday,22.0,Friday,10.0,1,1
resolved,1838,low,chat,bug report,1st line support,bernard beckley,2023-04-13 01:38:11,2023-04-14 01:38:11,2023-04-13 01:40:11,2023-04-13 01:39:04.045,within sla,2023-04-13 15:40:36.604,within sla,2023-04-13 15:40:36.604,6.0,,custom software development,tier 1,poland,52.536273,19.050639,0 days 00:00:53.045000,0.8840833333333333,0 days 14:02:25.604000,842.4267333333333,0 days 14:02:25.604000,842.4267333333333,3,Thursday,1,4,April,2023,Thursday,1.0,Thursday,15.0,1,1
closed,1839,low,email,training request,1st line support,nicola wane,2023-04-13 21:53:53,2023-04-15 21:53:53,2023-04-13 22:53:53,2023-04-13 22:01:38.380,within sla,2023-04-14 11:07:40.907,within sla,2023-04-19 17:15:10.178,10.0,5.0,training and consulting services,tier 1,poland,52.536273,19.050639,0 days 00:07:45.380000,7.756333333333333,0 days 13:13:47.907000,793.79845,5 days 19:21:17.178000,8361.2863,3,Thursday,21,4,April,2023,Thursday,22.0,Friday,11.0,1,1
in progress,1840,low,chat,bug report,1st line support,sheela cutten,2023-04-13 00:46:33,2023-04-14 00:46:33,2023-04-13 00:48:33,2023-04-13 00:47:29.777,within sla,,sla violated,,6.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:56.777000,0.9462833333333334,,,,,3,Thursday,0,4,April,2023,Thursday,0.0,,,1,0
closed,1841,low,email,purchasing and invoicing,1st line support,nicola wane,2023-04-13 03:49:42,2023-04-15 03:49:42,2023-04-13 04:49:42,2023-04-13 03:51:05.711,within sla,2023-04-14 14:03:48.646,within sla,2023-04-16 09:35:22.230,6.0,5.0,training and consulting services,tier 1,slovenia,46.1491664,14.9860106,0 days 00:01:23.711000,1.3951833333333332,1 days 10:14:06.646000,2054.1107666666667,3 days 05:45:40.230000,4665.670499999999,3,Thursday,3,4,April,2023,Thursday,3.0,Friday,14.0,1,1
closed,1842,medium,chat,pricing and licensing,1st line support,nicola wane,2023-04-14 10:24:24,2023-04-15 10:24:24,2023-04-14 10:26:24,2023-04-14 10:25:12.466,within sla,2023-04-15 09:53:26.213,within sla,2023-04-15 10:06:11.334,6.0,3.0,training and consulting services,tier 1,spain,39.67337,-4.767726,0 days 00:00:48.466000,0.8077666666666666,0 days 23:29:02.213000,1409.0368833333334,0 days 23:41:47.334000,1421.7889,4,Friday,10,4,April,2023,Friday,10.0,Saturday,9.0,1,1
resolved,1844,low,chat,feature request,1st line support,kristos westoll,2023-04-14 01:08:18,2023-04-15 01:08:18,2023-04-14 01:10:18,2023-04-14 01:08:36.110,within sla,2023-04-16 12:44:37.851,sla violated,2023-04-16 12:44:37.851,3.0,,custom software development,tier 1,greece,39.368279,21.863141,0 days 00:00:18.110000,0.3018333333333333,2 days 11:36:19.851000,3576.33085,2 days 11:36:19.851000,3576.33085,4,Friday,1,4,April,2023,Friday,1.0,Sunday,12.0,1,0
closed,1845,medium,chat,bug report,1st line support,kristos westoll,2023-04-14 13:04:45,2023-04-15 13:04:45,2023-04-14 13:06:45,2023-04-14 13:10:26.911,sla violated,2023-04-14 15:01:36.222,within sla,2023-04-18 01:11:25.657,60.0,5.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:05:41.911000,5.6985166666666665,0 days 01:56:51.222000,116.8537,3 days 12:06:40.657000,5046.677616666667,4,Friday,13,4,April,2023,Friday,13.0,Friday,15.0,0,1
closed,1846,medium,email,purchasing and invoicing,2nd line support,michele whyatt,2023-04-15 19:19:28,2023-04-17 19:19:28,2023-04-15 20:19:28,2023-04-15 19:25:52.928,within sla,2023-04-16 09:26:26.061,within sla,2023-04-16 13:58:36.418,5.0,4.0,ready to use software,tier 2,bulgaria,42.7249925,25.4833039,0 days 00:06:24.928000,6.415466666666666,0 days 14:06:58.061000,846.9676833333334,0 days 18:39:08.418000,1119.1403,5,Saturday,19,4,April,2023,Saturday,19.0,Sunday,9.0,1,1
closed,1847,medium,email,feature request,2nd line support,adolpho messingham,2023-04-15 19:16:48,2023-04-17 19:16:48,2023-04-15 20:16:48,2023-04-15 19:58:48.300,within sla,2023-04-17 13:55:14.173,within sla,2023-04-20 13:10:26.823,1.0,1.0,ready to use software,tier 2,italy,43.036776,12.678565,0 days 00:42:00.300000,42.005,1 days 18:38:26.173000,2558.436216666667,4 days 17:53:38.823000,6833.64705,5,Saturday,19,4,April,2023,Saturday,19.0,Monday,13.0,1,1
in progress,1849,high,chat,pricing and licensing,1st line support,connor danielovitch,2023-04-15 14:20:11,2023-04-16 14:20:11,2023-04-15 14:22:11,2023-04-15 14:23:24.764,sla violated,,sla violated,,4.0,,custom software development,tier 1,italy,43.036776,12.678565,0 days 00:03:13.764000,3.2294,,,,,5,Saturday,14,4,April,2023,Saturday,14.0,,,0,0
resolved,1858,low,chat,purchasing and invoicing,1st line support,bernard beckley,2023-04-16 08:24:34,2023-04-17 08:24:34,2023-04-16 08:26:34,2023-04-16 08:25:45.449,within sla,2023-04-16 11:39:02.144,within sla,2023-04-16 11:39:02.144,9.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:01:11.449000,1.1908166666666666,0 days 03:14:28.144000,194.46906666666663,0 days 03:14:28.144000,194.46906666666663,6,Sunday,8,4,April,2023,Sunday,8.0,Sunday,11.0,1,1
in progress,1859,high,chat,other,1st line support,nicola wane,2023-04-16 21:38:28,2023-04-17 21:38:28,2023-04-16 21:40:28,2023-04-16 21:40:14.403,within sla,,sla violated,,3.0,,custom software development,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:01:46.403000,1.7733833333333335,,,,,6,Sunday,21,4,April,2023,Sunday,21.0,,,1,0
resolved,1860,medium,email,bug report,1st line support,nicola wane,2023-04-16 08:37:24,2023-04-18 08:37:24,2023-04-16 09:37:24,2023-04-16 09:12:12.725,within sla,2023-04-18 14:42:57.722,sla violated,2023-04-18 14:42:57.722,1.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:34:48.725000,34.812083333333334,2 days 06:05:33.722000,3245.5620333333336,2 days 06:05:33.722000,3245.5620333333336,6,Sunday,8,4,April,2023,Sunday,9.0,Tuesday,14.0,1,0
resolved,1861,medium,email,product setup,1st line support,bernard beckley,2023-04-16 08:28:16,2023-04-18 08:28:16,2023-04-16 09:28:16,2023-04-16 12:58:06.634,sla violated,2023-04-16 08:51:36.925,within sla,2023-04-16 08:51:36.925,4.0,,training and consulting services,tier 1,czech republic,49.8037633,15.4749126,0 days 04:29:50.634000,269.8439,0 days 00:23:20.925000,23.34875,0 days 00:23:20.925000,23.34875,6,Sunday,8,4,April,2023,Sunday,12.0,Sunday,8.0,0,1
resolved,1862,medium,chat,purchasing and invoicing,2nd line support,adolpho messingham,2023-04-16 22:55:36,2023-04-17 22:55:36,2023-04-16 22:57:36,2023-04-16 22:56:49.060,within sla,2023-04-17 08:29:33.606,within sla,2023-04-17 08:29:33.606,4.0,,training and consulting services,tier 2,germany,51.165691,10.451526,0 days 00:01:13.060000,1.217666666666667,0 days 09:33:57.606000,573.9601,0 days 09:33:57.606000,573.9601,6,Sunday,22,4,April,2023,Sunday,22.0,Monday,8.0,1,1
closed,1863,high,email,purchasing and invoicing,2nd line support,adolpho messingham,2023-04-17 15:18:43,2023-04-19 15:18:43,2023-04-17 16:18:43,2023-04-17 15:45:07.405,within sla,2023-04-19 11:13:21.997,within sla,2023-04-23 12:00:06.343,1.0,3.0,other,tier 2,italy,43.036776,12.678565,0 days 00:26:24.405000,26.40675,1 days 19:54:38.997000,2634.64995,5 days 20:41:23.343000,8441.38905,0,Monday,15,4,April,2023,Monday,15.0,Wednesday,11.0,1,1
closed,1864,medium,email,feature request,1st line support,bernard beckley,2023-04-17 16:20:30,2023-04-19 16:20:30,2023-04-17 17:20:30,2023-04-17 17:14:28.563,within sla,2023-04-17 20:16:38.485,within sla,2023-04-24 09:26:46.462,2.0,4.0,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:53:58.563000,53.97605,0 days 03:56:08.485000,236.1414166666667,6 days 17:06:16.462000,9666.274366666668,0,Monday,16,4,April,2023,Monday,17.0,Monday,20.0,1,1
closed,1865,low,chat,feature request,2nd line support,adolpho messingham,2023-04-17 12:14:44,2023-04-18 12:14:44,2023-04-17 12:16:44,2023-04-17 12:16:25.429,within sla,2023-04-17 17:46:34.565,within sla,2023-04-22 19:46:28.047,4.0,4.0,custom software development,tier 2,united kingdom,55.378052,-3.435973,0 days 00:01:41.429000,1.6904833333333331,0 days 05:31:50.565000,331.84275,5 days 07:31:44.047000,7651.734116666667,0,Monday,12,4,April,2023,Monday,12.0,Monday,17.0,1,1
in progress,1866,medium,email,purchasing and invoicing,1st line support,connor danielovitch,2023-04-17 19:02:22,2023-04-19 19:02:22,2023-04-17 20:02:22,2023-04-18 01:19:45.954,sla violated,,sla violated,,7.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106,0 days 06:17:23.954000,377.39923333333337,,,,,0,Monday,19,4,April,2023,Tuesday,1.0,,,0,0
closed,1867,medium,chat,product setup,1st line support,kristos westoll,2023-04-17 15:48:18,2023-04-18 15:48:18,2023-04-17 15:50:18,2023-04-17 15:48:45.481,within sla,2023-04-18 11:31:09.609,within sla,2023-04-21 01:58:28.038,4.0,1.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:00:27.481000,0.4580166666666667,0 days 19:42:51.609000,1182.86015,3 days 10:10:10.038000,4930.1673,0,Monday,15,4,April,2023,Monday,15.0,Tuesday,11.0,1,1
resolved,1868,low,phone,pricing and licensing,1st line support,bernard beckley,2023-04-17 13:01:40,2023-04-19 13:01:40,2023-04-17 13:03:40,2023-04-17 13:01:46.665,within sla,2023-04-22 06:28:14.225,sla violated,2023-04-22 06:28:14.225,2.0,,custom software development,tier 1,austria,47.6964719,13.3457347,0 days 00:00:06.665000,0.1110833333333333,4 days 17:26:34.225000,6806.5704166666665,4 days 17:26:34.225000,6806.5704166666665,0,Monday,13,4,April,2023,Monday,13.0,Saturday,6.0,1,0
resolved,1869,medium,email,purchasing and invoicing,1st line support,connor danielovitch,2023-04-17 04:59:54,2023-04-19 04:59:54,2023-04-17 05:59:54,2023-04-17 05:06:25.426,within sla,2023-04-18 18:14:34.093,within sla,2023-04-18 18:14:34.093,2.0,,custom software development,tier 1,poland,52.536273,19.050639,0 days 00:06:31.426000,6.523766666666666,1 days 13:14:40.093000,2234.6682166666665,1 days 13:14:40.093000,2234.6682166666665,0,Monday,4,4,April,2023,Monday,5.0,Tuesday,18.0,1,1
closed,1870,high,email,product setup,1st line support,kristos westoll,2023-04-18 21:47:02,2023-04-20 21:47:02,2023-04-18 22:47:02,2023-04-18 21:51:37.001,within sla,2023-04-19 08:04:05.220,within sla,2023-04-20 18:48:35.089,8.0,5.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:04:35.001000,4.583349999999999,0 days 10:17:03.220000,617.0536666666667,1 days 21:01:33.089000,2701.5514833333336,1,Tuesday,21,4,April,2023,Tuesday,21.0,Wednesday,8.0,1,1
closed,1871,low,email,training request,1st line support,nicola wane,2023-04-18 17:48:33,2023-04-20 17:48:33,2023-04-18 18:48:33,2023-04-18 18:19:58.939,within sla,2023-04-19 06:10:27.493,within sla,2023-04-23 15:41:16.353,1.0,1.0,training and consulting services,tier 1,slovenia,46.1491664,14.9860106,0 days 00:31:25.939000,31.43231666666667,0 days 12:21:54.493000,741.9082166666667,4 days 21:52:43.353000,7072.72255,1,Tuesday,17,4,April,2023,Tuesday,18.0,Wednesday,6.0,1,1
closed,1872,high,email,product setup,2nd line support,michele whyatt,2023-04-18 13:56:21,2023-04-20 13:56:21,2023-04-18 14:56:21,2023-04-18 14:25:41.720,within sla,2023-04-19 02:06:18.149,within sla,2023-04-20 14:58:10.640,3.0,5.0,ready to use software,tier 2,slovenia,46.1491664,14.9860106,0 days 00:29:20.720000,29.345333333333333,0 days 12:09:57.149000,729.9524833333332,2 days 01:01:49.640000,2941.8273333333336,1,Tuesday,13,4,April,2023,Tuesday,14.0,Wednesday,2.0,1,1
closed,1873,low,phone,feature request,1st line support,kristos westoll,2023-04-18 16:22:40,2023-04-20 16:22:40,2023-04-18 16:24:40,2023-04-18 16:23:05.826,within sla,2023-04-19 09:22:55.824,within sla,2023-04-19 04:02:03.461,5.0,1.0,custom software development,tier 1,poland,52.536273,19.050639,0 days 00:00:25.826000,0.4304333333333333,0 days 17:00:15.824000,1020.2637333333332,0 days 11:39:23.461000,699.3910166666667,1,Tuesday,16,4,April,2023,Tuesday,16.0,Wednesday,9.0,1,1
in progress,1874,low,email,other,2nd line support,michele whyatt,2023-04-18 08:58:20,2023-04-20 08:58:20,2023-04-18 09:58:20,2023-04-18 09:04:16.695,within sla,,sla violated,,10.0,,ready to use software,tier 2,italy,43.036776,12.678565,0 days 00:05:56.695000,5.944916666666667,,,,,1,Tuesday,8,4,April,2023,Tuesday,9.0,,,1,0
resolved,1875,medium,chat,pricing and licensing,2nd line support,adolpho messingham,2023-04-18 12:00:17,2023-04-19 12:00:17,2023-04-18 12:02:17,2023-04-18 12:02:08.282,within sla,2023-04-18 17:27:12.720,within sla,2023-04-18 17:27:12.720,3.0,,ready to use software,tier 2,germany,51.165691,10.451526,0 days 00:01:51.282000,1.8547,0 days 05:26:55.720000,326.9286666666667,0 days 05:26:55.720000,326.9286666666667,1,Tuesday,12,4,April,2023,Tuesday,12.0,Tuesday,17.0,1,1
closed,1876,low,email,feature request,1st line support,kristos westoll,2023-04-18 18:29:18,2023-04-20 18:29:18,2023-04-18 19:29:18,2023-04-18 18:48:22.082,within sla,2023-04-19 10:02:20.830,within sla,2023-04-24 00:05:29.801,6.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:19:04.082000,19.068033333333336,0 days 15:33:02.830000,933.0471666666668,5 days 05:36:11.801000,7536.196683333333,1,Tuesday,18,4,April,2023,Tuesday,18.0,Wednesday,10.0,1,1
resolved,1877,medium,email,product setup,1st line support,kristos westoll,2023-04-18 17:37:19,2023-04-20 17:37:19,2023-04-18 18:37:19,2023-04-18 17:41:28.270,within sla,2023-04-20 13:23:07.856,within sla,2023-04-20 13:23:07.856,5.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:04:09.270000,4.1545000000000005,1 days 19:45:48.856000,2625.8142666666668,1 days 19:45:48.856000,2625.8142666666668,1,Tuesday,17,4,April,2023,Tuesday,17.0,Thursday,13.0,1,1
closed,1878,low,email,product setup,1st line support,bernard beckley,2023-04-18 12:51:38,2023-04-20 12:51:38,2023-04-18 13:51:38,2023-04-18 13:00:28.733,within sla,2023-04-20 02:33:18.943,within sla,2023-04-19 03:52:50.806,7.0,4.0,ready to use software,tier 1,austria,47.6964719,13.3457347,0 days 00:08:50.733000,8.84555,1 days 13:41:40.943000,2261.6823833333333,0 days 15:01:12.806000,901.2134333333332,1,Tuesday,12,4,April,2023,Tuesday,13.0,Thursday,2.0,1,1
in progress,1879,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-04-18 22:00:04,2023-04-20 22:00:04,2023-04-18 23:00:04,2023-04-18 22:02:29.953,within sla,,sla violated,,3.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:02:25.953000,2.43255,,,,,1,Tuesday,22,4,April,2023,Tuesday,22.0,,,1,0
resolved,1880,low,email,bug report,1st line support,kristos westoll,2023-04-19 13:44:33,2023-04-21 13:44:33,2023-04-19 14:44:33,2023-04-19 14:41:13.167,within sla,2023-04-20 15:08:42.506,within sla,2023-04-20 15:08:42.506,1.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:56:40.167000,56.66945,1 days 01:24:09.506000,1524.1584333333333,1 days 01:24:09.506000,1524.1584333333333,2,Wednesday,13,4,April,2023,Wednesday,14.0,Thursday,15.0,1,1
resolved,1881,high,chat,purchasing and invoicing,1st line support,bernard beckley,2023-04-19 22:56:27,2023-04-20 22:56:27,2023-04-19 22:58:27,2023-04-19 22:58:21.525,within sla,2023-04-20 22:01:24.127,within sla,2023-04-20 22:01:24.127,6.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:01:54.525000,1.90875,0 days 23:04:57.127000,1384.9521166666666,0 days 23:04:57.127000,1384.9521166666666,2,Wednesday,22,4,April,2023,Wednesday,22.0,Thursday,22.0,1,1
resolved,1882,medium,chat,feature request,1st line support,sheela cutten,2023-04-19 02:54:38,2023-04-20 02:54:38,2023-04-19 02:56:38,2023-04-19 02:59:46.073,sla violated,2023-04-22 03:55:56.484,sla violated,2023-04-22 03:55:56.484,4.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973,0 days 00:05:08.073000,5.13455,3 days 01:01:18.484000,4381.3080666666665,3 days 01:01:18.484000,4381.3080666666665,2,Wednesday,2,4,April,2023,Wednesday,2.0,Saturday,3.0,0,0
in progress,1883,low,chat,feature request,1st line support,connor danielovitch,2023-04-19 15:12:56,2023-04-20 15:12:56,2023-04-19 15:14:56,2023-04-19 15:14:04.275,within sla,,sla violated,,4.0,,custom software development,tier 1,slovenia,46.1491664,14.9860106,0 days 00:01:08.275000,1.137916666666667,,,,,2,Wednesday,15,4,April,2023,Wednesday,15.0,,,1,0
closed,1884,high,email,bug report,2nd line support,heather urry,2023-04-19 13:35:20,2023-04-21 13:35:20,2023-04-19 14:35:20,2023-04-19 20:51:45.427,sla violated,2023-04-19 16:33:08.898,within sla,2023-04-24 01:51:49.879,5.0,3.0,custom software development,tier 2,spain,39.67337,-4.767726,0 days 07:16:25.427000,436.42378333333335,0 days 02:57:48.898000,177.81496666666666,4 days 12:16:29.879000,6496.497983333334,2,Wednesday,13,4,April,2023,Wednesday,20.0,Wednesday,16.0,0,1
closed,1885,medium,phone,other,1st line support,sheela cutten,2023-04-19 00:38:17,2023-04-21 00:38:17,2023-04-19 00:40:17,2023-04-19 00:40:54.091,sla violated,2023-04-20 13:31:09.370,within sla,2023-04-22 22:31:35.947,5.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:02:37.091000,2.618183333333333,1 days 12:52:52.370000,2212.8728333333333,3 days 21:53:18.947000,5633.3157833333335,2,Wednesday,0,4,April,2023,Wednesday,0.0,Thursday,13.0,0,1
resolved,1886,low,chat,bug report,2nd line support,michele whyatt,2023-04-19 05:03:07,2023-04-20 05:03:07,2023-04-19 05:05:07,2023-04-19 05:04:44.830,within sla,2023-04-20 00:54:55.133,within sla,2023-04-20 00:54:55.133,6.0,,ready to use software,tier 2,france,48.864716,2.349014,0 days 00:01:37.830000,1.6305,0 days 19:51:48.133000,1191.8022166666667,0 days 19:51:48.133000,1191.8022166666667,2,Wednesday,5,4,April,2023,Wednesday,5.0,Thursday,0.0,1,1
closed,1887,low,chat,pricing and licensing,1st line support,sheela cutten,2023-04-19 05:08:23,2023-04-20 05:08:23,2023-04-19 05:10:23,2023-04-19 05:09:56.791,within sla,2023-04-21 12:57:06.675,sla violated,2023-04-23 09:56:22.695,6.0,2.0,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:01:33.791000,1.5631833333333334,2 days 07:48:43.675000,3348.7279166666663,4 days 04:47:59.695000,6047.9949166666665,2,Wednesday,5,4,April,2023,Wednesday,5.0,Friday,12.0,1,0
in progress,1888,low,email,purchasing and invoicing,1st line support,sheela cutten,2023-04-20 05:20:43,2023-04-22 05:20:43,2023-04-20 06:20:43,2023-04-20 06:12:17.519,within sla,,sla violated,,7.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:51:34.519000,51.575316666666666,,,,,3,Thursday,5,4,April,2023,Thursday,6.0,,,1,0
